count	shape	phase	mode	bytes	len	osz	asz	seg	rep	pfxn	op	fixg	kind	mod	reg	rm	b	x	s	disp	dispbits	modrmbits	imm	immbits	ok	text	fields
3541	32:897c24	1	32	897c2408	4	4	4	-	-	0	89	-	sib_d8	1	7	4	4	-	0	8	8	24	-	0	1	mov [esp+8], edi	op@0:8=89 mod@14:2=1 reg@11:3=7 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=8
3532	32:0fbe98	1	32	0fbe98f8851480	7	4	4	-	-	0	0fbe	-	base_d32	2	3	0	0	-	-	-2146138632	32	40	-	0	1	movsx ebx, byte [eax-0x7FEB7A08]	op@0:16=0fbe mod@22:2=2 reg@19:3=3 rm@16:3=0 disp@24:32=-2146138632
3532	32:0fbe98	1	32	0fbe98b829fa77	7	4	4	-	-	0	0fbe	-	base_d32	2	3	0	0	-	-	2012883384	32	40	-	0	1	movsx ebx, byte [eax+0x77FA29B8]	op@0:16=0fbe mod@22:2=2 reg@19:3=3 rm@16:3=0 disp@24:32=2012883384
3530	16:26a2	1	16	26a2c4f8	4	2	2	es	-	1	a2	-	-	-	-	-	-	-	-	-	0	0	0xf8c4	16	1	mov [es:0xF8C4], al	pfx@0:8=26 op@8:8=a2 imm@16:16=0xf8c4
3530	16:26a2	1	16	26a2c6f8	4	2	2	es	-	1	a2	-	-	-	-	-	-	-	-	-	0	0	0xf8c6	16	1	mov [es:0xF8C6], al	pfx@0:8=26 op@8:8=a2 imm@16:16=0xf8c6
3524	32:6633c0	1	32	6633c0	3	2	4	-	-	1	33	-	reg_direct	3	0	0	-	-	-	-	0	8	-	0	1	xor ax, ax	pfx@0:8=66 op@8:8=33 mod@22:2=3 reg@19:3=0 rm@16:3=0
3522	32:8b12	1	32	8b12	2	4	4	-	-	0	8b	-	base	0	2	2	2	-	-	-	0	8	-	0	1	mov edx, [edx]	op@0:8=8b mod@14:2=0 reg@11:3=2 rm@8:3=2
3520	32:3355	1	32	3355c4	3	4	4	-	-	0	33	-	base_d8	1	2	5	5	-	-	-60	8	16	-	0	1	xor edx, [ebp-0x3C]	op@0:8=33 mod@14:2=1 reg@11:3=2 rm@8:3=5 disp@16:8=-60
3520	32:3355	1	32	3355f8	3	4	4	-	-	0	33	-	base_d8	1	2	5	5	-	-	-8	8	16	-	0	1	xor edx, [ebp-8]	op@0:8=33 mod@14:2=1 reg@11:3=2 rm@8:3=5 disp@16:8=-8
3518	32:8a0c19	1	32	8a0c19	3	4	4	-	-	0	8a	-	sib_base	0	1	4	1	3	0	-	0	16	-	0	1	mov cl, [ecx+ebx]	op@0:8=8a mod@14:2=0 reg@11:3=1 rm@8:3=4 base@16:3=1 index@19:3=3 scale@22:2=0
3514	32:880a	1	32	880a	2	4	4	-	-	0	88	-	base	0	1	2	2	-	-	-	0	8	-	0	1	mov [edx], cl	op@0:8=88 mod@14:2=0 reg@11:3=1 rm@8:3=2
3508	32:0bda	1	32	0bda	2	4	4	-	-	0	0b	-	reg_direct	3	3	2	-	-	-	-	0	8	-	0	1	or ebx, edx	op@0:8=0b mod@14:2=3 reg@11:3=3 rm@8:3=2
3502	32:8d0c4f	1	32	8d0c4f	3	4	4	-	-	0	8d	-	sib_base	0	1	4	7	1	1	-	0	16	-	0	1	lea ecx, [edi+ecx*2]	op@0:8=8d mod@14:2=0 reg@11:3=1 rm@8:3=4 base@16:3=7 index@19:3=1 scale@22:2=1
3488	32:d1eb	1	32	d1eb	2	4	4	-	-	0	d1	5	reg_direct	3	5	3	-	-	-	-	0	8	-	0	1	shr ebx, 1	op@0:8=d1 mod@14:2=3 reg@11:3=5 rm@8:3=3
3480	32:66813e	1	32	66813e55aa	5	2	4	-	-	1	81	7	base	0	7	6	6	-	-	-	0	8	0xaa55	16	1	cmp word [esi], 0xAA55	pfx@0:8=66 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=6 imm@24:16=0xaa55
3480	32:66813e	1	32	66813e6e6b	5	2	4	-	-	1	81	7	base	0	7	6	6	-	-	-	0	8	0x6b6e	16	1	cmp word [esi], 0x6B6E	pfx@0:8=66 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=6 imm@24:16=0x6b6e
3476	32:2b7d	1	32	2b7df0	3	4	4	-	-	0	2b	-	base_d8	1	7	5	5	-	-	-16	8	16	-	0	1	sub edi, [ebp-0x10]	op@0:8=2b mod@14:2=1 reg@11:3=7 rm@8:3=5 disp@16:8=-16
3476	32:668bdf	1	32	668bdf	3	2	4	-	-	1	8b	-	reg_direct	3	3	7	-	-	-	-	0	8	-	0	1	mov bx, di	pfx@0:8=66 op@8:8=8b mod@22:2=3 reg@19:3=3 rm@16:3=7
3472	32:891ca8	1	32	891ca8	3	4	4	-	-	0	89	-	sib_base	0	3	4	0	5	2	-	0	16	-	0	1	mov [eax+ebp*4], ebx	op@0:8=89 mod@14:2=0 reg@11:3=3 rm@8:3=4 base@16:3=0 index@19:3=5 scale@22:2=2
3472	32:8b4405	1	32	8b440500	4	4	4	-	-	0	8b	-	sib_d8	1	0	4	5	0	0	0	8	24	-	0	1	mov eax, [ebp+eax]	op@0:8=8b mod@14:2=1 reg@11:3=0 rm@8:3=4 base@16:3=5 index@19:3=0 scale@22:2=0 disp@24:8=0
3471	16:678a43	1	16	678a4310	4	2	4	-	-	1	8a	-	base_d8	1	0	3	3	-	-	16	8	16	-	0	1	mov al, [ebx+0x10]	pfx@0:8=67 op@8:8=8a mod@22:2=1 reg@19:3=0 rm@16:3=3 disp@24:8=16
3471	16:678a43	1	16	678a4301	4	2	4	-	-	1	8a	-	base_d8	1	0	3	3	-	-	1	8	16	-	0	1	mov al, [ebx+1]	pfx@0:8=67 op@8:8=8a mod@22:2=1 reg@19:3=0 rm@16:3=3 disp@24:8=1
3468	32:0fb6c9	1	32	0fb6c9	3	4	4	-	-	0	0fb6	-	reg_direct	3	1	1	-	-	-	-	0	8	-	0	1	movzx ecx, cl	op@0:16=0fb6 mod@22:2=3 reg@19:3=1 rm@16:3=1
3468	32:3b4c24	1	32	3b4c2414	4	4	4	-	-	0	3b	-	sib_d8	1	1	4	4	-	0	20	8	24	-	0	1	cmp ecx, [esp+0x14]	op@0:8=3b mod@14:2=1 reg@11:3=1 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=20
3462	32:0fb749	1	32	0fb74902	4	4	4	-	-	0	0fb7	-	base_d8	1	1	1	1	-	-	2	8	16	-	0	1	movzx ecx, word [ecx+2]	op@0:16=0fb7 mod@22:2=1 reg@19:3=1 rm@16:3=1 disp@24:8=2
3461	32:648b35	1	32	648b3524010000	7	4	4	fs	-	1	8b	-	abs32	0	6	5	-	-	-	292	32	40	-	0	1	mov esi, [fs:0x124]	pfx@0:8=64 op@8:8=8b mod@22:2=0 reg@19:3=6 rm@16:3=5 disp@24:32=292
3460	32:6683e6	1	32	6683e604	4	2	4	-	-	1	83	4	reg_direct	3	4	6	-	-	-	-	0	8	0x4	8	1	and si, 4	pfx@0:8=66 op@8:8=83 mod@22:2=3 reg@19:3=4 rm@16:3=6 imm@24:8=0x4
3460	32:6683e6	1	32	6683e610	4	2	4	-	-	1	83	4	reg_direct	3	4	6	-	-	-	-	0	8	0x10	8	1	and si, 0x10	pfx@0:8=66 op@8:8=83 mod@22:2=3 reg@19:3=4 rm@16:3=6 imm@24:8=0x10
3453	32:660fba6424	1	32	660fba64246c00	7	2	4	-	-	1	0fba	4	sib_d8	1	4	4	4	-	0	108	8	24	0x0	8	1	bt word [esp+0x6C], 0	pfx@0:8=66 op@8:16=0fba mod@30:2=1 reg@27:3=4 rm@24:3=4 base@32:3=4 index@35:3=4 scale@38:2=0 disp@40:8=108 imm@48:8=0x0
3450	32:0fb7e9	1	32	0fb7e9	3	4	4	-	-	0	0fb7	-	reg_direct	3	5	1	-	-	-	-	0	8	-	0	1	movzx ebp, cx	op@0:16=0fb7 mod@22:2=3 reg@19:3=5 rm@16:3=1
3449	32:668139	1	32	6681394d5a	5	2	4	-	-	1	81	7	base	0	7	1	1	-	-	-	0	8	0x5a4d	16	1	cmp word [ecx], 0x5A4D	pfx@0:8=66 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=1 imm@24:16=0x5a4d
3449	32:668139	1	32	668139fd02	5	2	4	-	-	1	81	7	base	0	7	1	1	-	-	-	0	8	0x2fd	16	1	cmp word [ecx], 0x2FD	pfx@0:8=66 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=1 imm@24:16=0x2fd
3446	32:d3e5	1	32	d3e5	2	4	4	-	-	0	d3	4	reg_direct	3	4	5	-	-	-	-	0	8	-	0	1	shl ebp, cl	op@0:8=d3 mod@14:2=3 reg@11:3=4 rm@8:3=5
3442	32:d2e3	1	32	d2e3	2	4	4	-	-	0	d2	4	reg_direct	3	4	3	-	-	-	-	0	8	-	0	1	shl bl, cl	op@0:8=d2 mod@14:2=3 reg@11:3=4 rm@8:3=3
3440	16:67660fb64424	1	16	67660fb6442403	7	4	4	-	-	2	0fb6	-	sib_d8	1	0	4	4	-	0	3	8	24	-	0	1	movzx eax, byte [esp+3]	pfx@0:16=6766 op@16:16=0fb6 mod@38:2=1 reg@35:3=0 rm@32:3=4 base@40:3=4 index@43:3=4 scale@46:2=0 disp@48:8=3
3440	16:67660fb64424	1	16	67660fb6442402	7	4	4	-	-	2	0fb6	-	sib_d8	1	0	4	4	-	0	2	8	24	-	0	1	movzx eax, byte [esp+2]	pfx@0:16=6766 op@16:16=0fb6 mod@38:2=1 reg@35:3=0 rm@32:3=4 base@40:3=4 index@43:3=4 scale@46:2=0 disp@48:8=2
3436	32:f64424	1	32	f644242601	5	4	4	-	-	0	f6	0	sib_d8	1	0	4	4	-	0	38	8	24	0x1	8	1	test byte [esp+0x26], 1	op@0:8=f6 mod@14:2=1 reg@11:3=0 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=38 imm@32:8=0x1
3436	32:f64424	1	32	f644240504	5	4	4	-	-	0	f6	0	sib_d8	1	0	4	4	-	0	5	8	24	0x4	8	1	test byte [esp+5], 4	op@0:8=f6 mod@14:2=1 reg@11:3=0 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=5 imm@32:8=0x4
3432	32:0fafca	1	32	0fafca	3	4	4	-	-	0	0faf	-	reg_direct	3	1	2	-	-	-	-	0	8	-	0	1	imul ecx, edx	op@0:16=0faf mod@22:2=3 reg@19:3=1 rm@16:3=2
3426	32:0f0138	1	32	0f0138	3	4	4	-	-	0	0f01	7	base	0	7	0	0	-	-	-	0	8	-	0	1	invlpg [eax]	op@0:16=0f01 mod@22:2=0 reg@19:3=7 rm@16:3=0
3409	32:668946	1	32	66894612	4	2	4	-	-	1	89	-	base_d8	1	0	6	6	-	-	18	8	16	-	0	1	mov [esi+0x12], ax	pfx@0:8=66 op@8:8=89 mod@22:2=1 reg@19:3=0 rm@16:3=6 disp@24:8=18
3409	32:668946	1	32	66894602	4	2	4	-	-	1	89	-	base_d8	1	0	6	6	-	-	2	8	16	-	0	1	mov [esi+2], ax	pfx@0:8=66 op@8:8=89 mod@22:2=1 reg@19:3=0 rm@16:3=6 disp@24:8=2
3404	32:3b4424	1	32	3b442418	4	4	4	-	-	0	3b	-	sib_d8	1	0	4	4	-	0	24	8	24	-	0	1	cmp eax, [esp+0x18]	op@0:8=3b mod@14:2=1 reg@11:3=0 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=24
3404	32:3b4424	1	32	3b442404	4	4	4	-	-	0	3b	-	sib_d8	1	0	4	4	-	0	4	8	24	-	0	1	cmp eax, [esp+4]	op@0:8=3b mod@14:2=1 reg@11:3=0 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=4
3403	32:8d6e	1	32	8d6e6c	3	4	4	-	-	0	8d	-	base_d8	1	5	6	6	-	-	108	8	16	-	0	1	lea ebp, [esi+0x6C]	op@0:8=8d mod@14:2=1 reg@11:3=5 rm@8:3=6 disp@16:8=108
3403	32:8d6e	1	32	8d6e0f	3	4	4	-	-	0	8d	-	base_d8	1	5	6	6	-	-	15	8	16	-	0	1	lea ebp, [esi+0xF]	op@0:8=8d mod@14:2=1 reg@11:3=5 rm@8:3=6 disp@16:8=15
3395	32:8db7	1	32	8db790833400	6	4	4	-	-	0	8d	-	base_d32	2	6	7	7	-	-	3441552	32	40	-	0	1	lea esi, [edi+0x348390]	op@0:8=8d mod@14:2=2 reg@11:3=6 rm@8:3=7 disp@16:32=3441552
3395	32:8db7	1	32	8db73b020000	6	4	4	-	-	0	8d	-	base_d32	2	6	7	7	-	-	571	32	40	-	0	1	lea esi, [edi+0x23B]	op@0:8=8d mod@14:2=2 reg@11:3=6 rm@8:3=7 disp@16:32=571
3395	32:394f	1	32	394f10	3	4	4	-	-	0	39	-	base_d8	1	1	7	7	-	-	16	8	16	-	0	1	cmp [edi+0x10], ecx	op@0:8=39 mod@14:2=1 reg@11:3=1 rm@8:3=7 disp@16:8=16
3395	32:394f	1	32	394f18	3	4	4	-	-	0	39	-	base_d8	1	1	7	7	-	-	24	8	16	-	0	1	cmp [edi+0x18], ecx	op@0:8=39 mod@14:2=1 reg@11:3=1 rm@8:3=7 disp@16:8=24
3394	32:0fb708	1	32	0fb708	3	4	4	-	-	0	0fb7	-	base	0	1	0	0	-	-	-	0	8	-	0	1	movzx ecx, word [eax]	op@0:16=0fb7 mod@22:2=0 reg@19:3=1 rm@16:3=0
3390	32:8b1408	1	32	8b1408	3	4	4	-	-	0	8b	-	sib_base	0	2	4	0	1	0	-	0	16	-	0	1	mov edx, [eax+ecx]	op@0:8=8b mod@14:2=0 reg@11:3=2 rm@8:3=4 base@16:3=0 index@19:3=1 scale@22:2=0
3388	32:395424	1	32	39542410	4	4	4	-	-	0	39	-	sib_d8	1	2	4	4	-	0	16	8	24	-	0	1	cmp [esp+0x10], edx	op@0:8=39 mod@14:2=1 reg@11:3=2 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=16
3388	32:395424	1	32	39542414	4	4	4	-	-	0	39	-	sib_d8	1	2	4	4	-	0	20	8	24	-	0	1	cmp [esp+0x14], edx	op@0:8=39 mod@14:2=1 reg@11:3=2 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=20
3382	32:8a8e	1	32	8a8ebf000000	6	4	4	-	-	0	8a	-	base_d32	2	1	6	6	-	-	191	32	40	-	0	1	mov cl, [esi+0xBF]	op@0:8=8a mod@14:2=2 reg@11:3=1 rm@8:3=6 disp@16:32=191
3382	32:8a8e	1	32	8a8ec0000000	6	4	4	-	-	0	8a	-	base_d32	2	1	6	6	-	-	192	32	40	-	0	1	mov cl, [esi+0xC0]	op@0:8=8a mod@14:2=2 reg@11:3=1 rm@8:3=6 disp@16:32=192
3373	32:648b15	1	32	648b1524010000	7	4	4	fs	-	1	8b	-	abs32	0	2	5	-	-	-	292	32	40	-	0	1	mov edx, [fs:0x124]	pfx@0:8=64 op@8:8=8b mod@22:2=0 reg@19:3=2 rm@16:3=5 disp@24:32=292
3373	32:648b15	1	32	648b1518000000	7	4	4	fs	-	1	8b	-	abs32	0	2	5	-	-	-	24	32	40	-	0	1	mov edx, [fs:0x18]	pfx@0:8=64 op@8:8=8b mod@22:2=0 reg@19:3=2 rm@16:3=5 disp@24:32=24
3372	32:380d	1	32	380d0c5b0180	6	4	4	-	-	0	38	-	abs32	0	1	5	-	-	-	-2147394804	32	40	-	0	1	cmp [0x80015B0C], cl	op@0:8=38 mod@14:2=0 reg@11:3=1 rm@8:3=5 disp@16:32=-2147394804
3372	32:380d	1	32	380d9ca51480	6	4	4	-	-	0	38	-	abs32	0	1	5	-	-	-	-2146130532	32	40	-	0	1	cmp [0x8014A59C], cl	op@0:8=38 mod@14:2=0 reg@11:3=1 rm@8:3=5 disp@16:32=-2146130532
3362	32:8bd5	1	32	8bd5	2	4	4	-	-	0	8b	-	reg_direct	3	2	5	-	-	-	-	0	8	-	0	1	mov edx, ebp	op@0:8=8b mod@14:2=3 reg@11:3=2 rm@8:3=5
3362	32:23d1	1	32	23d1	2	4	4	-	-	0	23	-	reg_direct	3	2	1	-	-	-	-	0	8	-	0	1	and edx, ecx	op@0:8=23 mod@14:2=3 reg@11:3=2 rm@8:3=1
3360	32:d1fa	1	32	d1fa	2	4	4	-	-	0	d1	7	reg_direct	3	7	2	-	-	-	-	0	8	-	0	1	sar edx, 1	op@0:8=d1 mod@14:2=3 reg@11:3=7 rm@8:3=2
3350	32:8987	1	32	898704010000	6	4	4	-	-	0	89	-	base_d32	2	0	7	7	-	-	260	32	40	-	0	1	mov [edi+0x104], eax	op@0:8=89 mod@14:2=2 reg@11:3=0 rm@8:3=7 disp@16:32=260
3350	32:8987	1	32	898790000000	6	4	4	-	-	0	89	-	base_d32	2	0	7	7	-	-	144	32	40	-	0	1	mov [edi+0x90], eax	op@0:8=89 mod@14:2=2 reg@11:3=0 rm@8:3=7 disp@16:32=144
3346	32:8d043a	1	32	8d043a	3	4	4	-	-	0	8d	-	sib_base	0	0	4	2	7	0	-	0	16	-	0	1	lea eax, [edx+edi]	op@0:8=8d mod@14:2=0 reg@11:3=0 rm@8:3=4 base@16:3=2 index@19:3=7 scale@22:2=0
3344	32:2975	1	32	29751c	3	4	4	-	-	0	29	-	base_d8	1	6	5	5	-	-	28	8	16	-	0	1	sub [ebp+0x1C], esi	op@0:8=29 mod@14:2=1 reg@11:3=6 rm@8:3=5 disp@16:8=28
3344	32:2975	1	32	2975f8	3	4	4	-	-	0	29	-	base_d8	1	6	5	5	-	-	-8	8	16	-	0	1	sub [ebp-8], esi	op@0:8=29 mod@14:2=1 reg@11:3=6 rm@8:3=5 disp@16:8=-8
3332	32:663941	1	32	66394104	4	2	4	-	-	1	39	-	base_d8	1	0	1	1	-	-	4	8	16	-	0	1	cmp [ecx+4], ax	pfx@0:8=66 op@8:8=39 mod@22:2=1 reg@19:3=0 rm@16:3=1 disp@24:8=4
3332	32:0fadd0	1	32	0fadd0	3	4	4	-	-	0	0fad	-	reg_direct	3	2	0	-	-	-	-	0	8	-	0	1	shrd eax, edx, cl	op@0:16=0fad mod@22:2=3 reg@19:3=2 rm@16:3=0
3326	32:231485	1	32	23148580560180	7	4	4	-	-	0	23	-	sib_abs	0	2	4	-	0	2	-2147395968	32	48	-	0	1	and edx, [eax*4-0x7FFEA980]	op@0:8=23 mod@14:2=0 reg@11:3=2 rm@8:3=4 base@16:3=5 index@19:3=0 scale@22:2=2 disp@24:32=-2147395968
3322	32:393d	1	32	393dacd11480	6	4	4	-	-	0	39	-	abs32	0	7	5	-	-	-	-2146119252	32	40	-	0	1	cmp [0x8014D1AC], edi	op@0:8=39 mod@14:2=0 reg@11:3=7 rm@8:3=5 disp@16:32=-2146119252
3322	32:393d	1	32	393de8d31480	6	4	4	-	-	0	39	-	abs32	0	7	5	-	-	-	-2146118680	32	40	-	0	1	cmp [0x8014D3E8], edi	op@0:8=39 mod@14:2=0 reg@11:3=7 rm@8:3=5 disp@16:32=-2146118680
3322	32:668b30	1	32	668b30	3	2	4	-	-	1	8b	-	base	0	6	0	0	-	-	-	0	8	-	0	1	mov si, [eax]	pfx@0:8=66 op@8:8=8b mod@22:2=0 reg@19:3=6 rm@16:3=0
3320	32:2bd0	1	32	2bd0	2	4	4	-	-	0	2b	-	reg_direct	3	2	0	-	-	-	-	0	8	-	0	1	sub edx, eax	op@0:8=2b mod@14:2=3 reg@11:3=2 rm@8:3=0
3316	32:663bc8	1	32	663bc8	3	2	4	-	-	1	3b	-	reg_direct	3	1	0	-	-	-	-	0	8	-	0	1	cmp cx, ax	pfx@0:8=66 op@8:8=3b mod@22:2=3 reg@19:3=1 rm@16:3=0
3300	32:0fb606	1	32	0fb606	3	4	4	-	-	0	0fb6	-	base	0	0	6	6	-	-	-	0	8	-	0	1	movzx eax, byte [esi]	op@0:16=0fb6 mod@22:2=0 reg@19:3=0 rm@16:3=6
3300	32:8ad1	1	32	8ad1	2	4	4	-	-	0	8a	-	reg_direct	3	2	1	-	-	-	-	0	8	-	0	1	mov dl, cl	op@0:8=8a mod@14:2=3 reg@11:3=2 rm@8:3=1
