bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
8d741128              ,   32,   4,      48,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [ecx+edx+0x28]               "
f7d1                  ,   16,   2,      48,  0,   0,   2,   2,    ,      , not_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , not cx
ff03                  ,   32,   2,      48,  0,   0,   4,   4,    ,      , inc_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , inc dword [ebx]
8d0c76                ,   32,   3,      48,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [esi+esi*2]                  "
66891f                ,   32,   3,      48,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=3,rm=7,b=7};w=1                                             ", move=3          , @modrm8          ,  16,      1, "mov [edi], bx                         "
660fb610              ,   32,   4,      48,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base,mod=0,reg=2,rm=0,b=0}                                                ", move=8          , @modrm16         ,  24,      1, "movzx dx, byte [eax]                  "
8ae0                  ,   16,   2,      48,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=4,rm=0}                                               ", move=1          , @modrm8          ,  16,      1, "mov ah, al                            "
09d0                  ,   32,   2,      48,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or eax, edx                           "
8d04d3                ,   32,   3,      48,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [ebx+edx*8]                  "
0fbf956cffffff        ,   32,   7,      47,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "movsx edx, word [ebp-0x94]            "
0fbf956affffff        ,   32,   7,      47,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "movsx edx, word [ebp-0x96]            "
898c90100e0000        ,   32,   7,      47,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d32,mod=2,reg=1,rm=4,b=0,x=2,s=2,disp=3600@24:32};w=1                  ", move=3          , @modrm8          ,  56,      1, "mov [eax+edx*4+0xE10], ecx            "
668b0479              ,   32,   4,      47,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=1,x=7,s=1};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ax, [ecx+edi*2]                   "
80e940                ,   32,   3,      47,  0,   0,   4,   4,    ,      , sub_mi8    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub cl, 0x40                          "
80e902                ,   32,   3,      47,  0,   0,   4,   4,    ,      , sub_mi8    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub cl, 2                             "
8d4c11fe              ,   32,   4,      47,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [ecx+edx-2]                  "
8d4c111a              ,   32,   4,      47,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [ecx+edx+0x1A]               "
66bf8000              ,   32,   4,      46,  8,   1,   2,   4,    ,      , mov_riv    , mov_riv               , opreg=7;immz=0x80@16:16                                                                , load_imm=2      , 8 + p.osz*8      ,  24,      1, "mov di, 0x80                          "
66bf0c00              ,   32,   4,      46,  8,   1,   2,   4,    ,      , mov_riv    , mov_riv               , opreg=7;immz=0xc@16:16                                                                 , load_imm=2      , 8 + p.osz*8      ,  24,      1, "mov di, 0xC                           "
a01000                ,   16,   3,      46,  0,   0,   2,   2,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0x10@8:16;w=0                                                                    , move=6          , 8 + p.asz*8      ,  24,      1, "mov al, [0x10]                        "
a00702                ,   16,   3,      46,  0,   0,   2,   2,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0x207@8:16;w=0                                                                   , move=6          , 8 + p.asz*8      ,  24,      1, "mov al, [0x207]                       "
663985c0feffff        ,   32,   7,      46,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d32,mod=2,reg=0,rm=5,b=5,disp=-320@24:32};w=1                         ", alu=4           , @modrm8          ,  48,      1, "cmp [ebp-0x140], ax                   "
66398564fdffff        ,   32,   7,      46,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d32,mod=2,reg=0,rm=5,b=5,disp=-668@24:32};w=1                         ", alu=4           , @modrm8          ,  48,      1, "cmp [ebp-0x29C], ax                   "
050010                ,   16,   3,      46,  0,   0,   2,   2,    ,      , add_ai     , add_ai                , imm=0x1000@8:16;w=1                                                                    , alu=3           , 8 + sz*8         ,  24,      1, "add ax, 0x1000                        "
050100                ,   16,   3,      46,  0,   0,   2,   2,    ,      , add_ai     , add_ai                , imm=0x1@8:16;w=1                                                                       , alu=3           , 8 + sz*8         ,  24,      1, "add ax, 1                             "
ff148560a811a0        ,   32,   7,      46,  0,   0,   4,   4,    ,      , call_m     , call_m                , "modrm8{kind=sib_abs,mod=0,reg=2,rm=4,x=0,s=2,disp=-1609455520@24:32}                   ", call=2          , @modrm8          ,  56,      1, call dword [eax*4-0x5FEE57A0]
ff1485d0913a02        ,   32,   7,      46,  0,   0,   4,   4,    ,      , call_m     , call_m                , "modrm8{kind=sib_abs,mod=0,reg=2,rm=4,x=0,s=2,disp=37392848@24:32}                      ", call=2          , @modrm8          ,  56,      1, call dword [eax*4+0x23A91D0]
3b420c                ,   32,   3,      46,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=12@16:8};w=1                             ", alu=4           , @modrm8          ,  24,      1, "cmp eax, [edx+0xC]                    "
3b4210                ,   32,   3,      46,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=16@16:8};w=1                             ", alu=4           , @modrm8          ,  24,      1, "cmp eax, [edx+0x10]                   "
f3ab                  ,   16,   2,      46,  8,   1,   2,   2,    , rep  , stos       , stos                  , w=1                                                                                    , string=2        , 8                ,   8,      1, rep stosw
0b8204010000          ,   32,   6,      46,  0,   0,   4,   4,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or eax, [edx+0x104]                   "
91                    ,   16,   1,      46,  0,   0,   2,   2,    ,      , xchg_ax    , xchg_ax               , opreg=1                                                                                , swap=1          , 8                ,   8,      1, "xchg cx, ax                           "
8d3418                ,   32,   3,      46,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [eax+ebx]                    "
89fa                  ,   32,   2,      46,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=2};w=1                                           ", move=3          , @modrm8          ,  16,      1, "mov edx, edi                          "
8d1c4d00000000        ,   32,   7,      46,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebx, [ecx*2]                      "
663b7c2412            ,   32,   5,      45,  8,   1,   2,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=18@32:8};w=1                          ", alu=4           , @modrm8          ,  32,      1, "cmp di, [esp+0x12]                    "
890cb0                ,   32,   3,      45,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_base,mod=0,reg=1,rm=4,b=0,x=6,s=2};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [eax+esi*4], ecx                  "
833cd300              ,   32,   4,      45,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_base,mod=0,reg=7,rm=4,b=3,x=2,s=3};imm8=0x0@24:8                       ", alu=4           , @modrm8 + 8      ,  32,      1, "cmp dword [ebx+edx*8], 0              "
66394c43fe            ,   32,   5,      45,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=3,x=0,s=1,disp=-2@32:8};w=1                      ", alu=4           , @modrm8          ,  32,      1, "cmp [ebx+eax*2-2], cx                 "
8db405acfeffff        ,   32,   7,      45,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=6,rm=4,b=5,x=0,s=0,disp=-340@24:32}                      ", move=5          , @modrm8          ,  56,      1, "lea esi, [ebp+eax-0x154]              "
8db40514ffffff        ,   32,   7,      45,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=6,rm=4,b=5,x=0,s=0,disp=-236@24:32}                      ", move=5          , @modrm8          ,  56,      1, "lea esi, [ebp+eax-0xEC]               "
296c2414              ,   32,   4,      45,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub [esp+0x14], ebp                   "
0fb775ca              ,   32,   4,      45,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=6,rm=5,b=5,disp=-54@24:8}                               ", move=8          , @modrm16         ,  32,      1, "movzx esi, word [ebp-0x36]            "
0fb775e4              ,   32,   4,      45,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=6,rm=5,b=5,disp=-28@24:8}                               ", move=8          , @modrm16         ,  32,      1, "movzx esi, word [ebp-0x1C]            "
26894f0e              ,   16,   4,      45,  8,   1,   2,   2, es ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=7,disp=14@24:8};w=1                               ", move=3          , @modrm8          ,  24,      1, "mov [es:bx+0xE], cx                   "
26894f0c              ,   16,   4,      45,  8,   1,   2,   2, es ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=7,disp=12@24:8};w=1                               ", move=3          , @modrm8          ,  24,      1, "mov [es:bx+0xC], cx                   "
663b5c2420            ,   32,   5,      45,  8,   1,   2,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=4,s=0,disp=32@32:8};w=1                          ", alu=4           , @modrm8          ,  32,      1, "cmp bx, [esp+0x20]                    "
89749304              ,   32,   4,      45,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=6,rm=4,b=3,x=2,s=2,disp=4@24:8};w=1                       ", move=3          , @modrm8          ,  32,      1, "mov [ebx+edx*4+4], esi                "
3b46d4                ,   16,   3,      45,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=-44@16:8};w=1                              ", alu=4           , @modrm8          ,  24,      1, "cmp ax, [bp-0x2C]                     "
3b4604                ,   16,   3,      45,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=4@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp ax, [bp+4]                        "
890cd0                ,   32,   3,      45,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_base,mod=0,reg=1,rm=4,b=0,x=2,s=3};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [eax+edx*8], ecx                  "
66b92800              ,   32,   4,      45,  8,   1,   2,   4,    ,      , mov_riv    , mov_riv               , opreg=1;immz=0x28@16:16                                                                , load_imm=2      , 8 + p.osz*8      ,  24,      1, "mov cx, 0x28                          "
66b90300              ,   32,   4,      45,  8,   1,   2,   4,    ,      , mov_riv    , mov_riv               , opreg=1;immz=0x3@16:16                                                                 , load_imm=2      , 8 + p.osz*8      ,  24,      1, "mov cx, 3                             "
8ae9                  ,   32,   2,      45,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=5,rm=1}                                               ", move=1          , @modrm8          ,  16,      1, "mov ch, cl                            "
6766ff45e8            ,   16,   5,      45, 16,   2,   4,   4,    ,      , inc_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , inc dword [ebp-0x18]
6766ff45f0            ,   16,   5,      45, 16,   2,   4,   4,    ,      , inc_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , inc dword [ebp-0x10]
8b1418                ,   32,   3,      45,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=2,rm=4,b=0,x=3,s=0};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov edx, [eax+ebx]                    "
895cd104              ,   32,   4,      45,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=1,x=2,s=3,disp=4@24:8};w=1                       ", move=3          , @modrm8          ,  32,      1, "mov [ecx+edx*8+4], ebx                "
39041e                ,   32,   3,      45,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=6,x=3,s=0};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+ebx], eax                    "
8b3c1a                ,   32,   3,      45,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=7,rm=4,b=2,x=3,s=0};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov edi, [edx+ebx]                    "
c604112e              ,   32,   4,      45,  0,   0,   4,   4,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=1,x=2,s=0};imm8=0x2e@24:8                      ", move=4          , @modrm8 + 8      ,  32,      1, "mov byte [ecx+edx], 0x2E              "
01c1                  ,   32,   2,      45,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=reg_direct,mod=3,reg=0,rm=1};w=1                                           ", alu=3           , @modrm8          ,  16,      1, "add ecx, eax                          "
662b7c2412            ,   32,   5,      45,  8,   1,   2,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub di, [esp+0x12]                    "
8914be                ,   32,   3,      45,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_base,mod=0,reg=2,rm=4,b=6,x=7,s=2};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [esi+edi*4], edx                  "
6633f8                ,   32,   3,      44,  8,   1,   2,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=0};w=1                                           ", alu=5           , @modrm8          ,  16,      1, "xor di, ax                            "
895c3d8c              ,   32,   4,      44,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=5,x=7,s=0,disp=-116@24:8};w=1                    ", move=3          , @modrm8          ,  32,      1, "mov [ebp+edi-0x74], ebx               "
895c3d94              ,   32,   4,      44,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=5,x=7,s=0,disp=-108@24:8};w=1                    ", move=3          , @modrm8          ,  32,      1, "mov [ebp+edi-0x6C], ebx               "
8b04f1                ,   32,   3,      44,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=1,x=6,s=3};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov eax, [ecx+esi*8]                  "
6633fa                ,   32,   3,      44,  8,   1,   2,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=2};w=1                                           ", alu=5           , @modrm8          ,  16,      1, "xor di, dx                            "
8d7c55f8              ,   32,   4,      44,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea edi, [ebp+edx*2-8]                "
80c220                ,   32,   3,      44,  0,   0,   4,   4,    ,      , add_mi8    , add_mi8               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=2};imm8=0x20@16:8                                ", alu=3           , @modrm8 + 8      ,  24,      1, "add dl, 0x20                          "
80c27f                ,   32,   3,      44,  0,   0,   4,   4,    ,      , add_mi8    , add_mi8               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=2};imm8=0x7f@16:8                                ", alu=3           , @modrm8 + 8      ,  24,      1, "add dl, 0x7F                          "
66899684000000        ,   32,   7,      44,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d32,mod=2,reg=2,rm=6,b=6,disp=132@24:32};w=1                          ", move=3          , @modrm8          ,  48,      1, "mov [esi+0x84], dx                    "
668996c6000000        ,   32,   7,      44,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d32,mod=2,reg=2,rm=6,b=6,disp=198@24:32};w=1                          ", move=3          , @modrm8          ,  48,      1, "mov [esi+0xC6], dx                    "
663311                ,   32,   3,      44,  8,   1,   2,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=base,mod=0,reg=2,rm=1,b=1};w=1                                             ", alu=5           , @modrm8          ,  16,      1, "xor dx, [ecx]                         "
31db                  ,   32,   2,      44,  0,   0,   4,   4,    ,      , xor_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "xor ebx, ebx                          "
41                    ,   16,   1,      44,  0,   0,   2,   2,    ,      , inc_r      , inc_r                 , opreg=1                                                                                , alu=1           , 8                ,   8,      1, inc cx
668b0c4d2861e677      ,   32,   8,      44,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_abs,mod=0,reg=1,rm=4,x=1,s=1,disp=2011586856@32:32};w=1                ", move=2          , @modrm8          ,  56,      1, "mov cx, [ecx*2+0x77E66128]            "
3b7af8                ,   32,   3,      44,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=2,b=2,disp=-8@16:8};w=1                             ", alu=4           , @modrm8          ,  24,      1, "cmp edi, [edx-8]                      "
8d1c5500000000        ,   32,   7,      44,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebx, [edx*2]                      "
0ac0                  ,   16,   2,      44,  0,   0,   2,   2,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or al, al                             "
8b4c3704              ,   32,   4,      44,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=7,x=6,s=0,disp=4@24:8};w=1                       ", move=2          , @modrm8          ,  32,      1, "mov ecx, [edi+esi+4]                  "
23d3                  ,   32,   2,      44,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and edx, ebx                          "
0fb713                ,   32,   3,      44,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base,mod=0,reg=2,rm=3,b=3}                                                ", move=8          , @modrm16         ,  24,      1, "movzx edx, word [ebx]                 "
2aff                  ,   16,   2,      44,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub bh, bh                            "
8d049a                ,   32,   3,      44,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [edx+ebx*4]                  "
0fbf08                ,   32,   3,      44,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "movsx ecx, word [eax]                 "
8b3402                ,   32,   3,      44,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=6,rm=4,b=2,x=0,s=0};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov esi, [edx+eax]                    "
83ad6cffffff02        ,   32,   7,      43,  0,   0,   4,   4,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub dword [ebp-0x94], 2               "
01061302              ,   16,   4,      43,  0,   0,   2,   2,    ,      , add_mr     , add_mr                , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=531@16:16};w=1                                 ", alu=3           , @modrm8          ,  32,      1, "add [0x213], ax                       "
01065611              ,   16,   4,      43,  0,   0,   2,   2,    ,      , add_mr     , add_mr                , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=4438@16:16};w=1                                ", alu=3           , @modrm8          ,  32,      1, "add [0x1156], ax                      "
8b0c39                ,   32,   3,      43,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=1,rm=4,b=1,x=7,s=0};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ecx, [ecx+edi]                    "
833c0a00              ,   32,   4,      43,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_base,mod=0,reg=7,rm=4,b=2,x=1,s=0};imm8=0x0@24:8                       ", alu=4           , @modrm8 + 8      ,  32,      1, "cmp dword [edx+ecx], 0                "
66ff809a000000        ,   32,   7,      43,  8,   1,   2,   4,    ,      , inc_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , inc word [eax+0x9A]
66ff80ae000000        ,   32,   7,      43,  8,   1,   2,   4,    ,      , inc_m      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , inc word [eax+0xAE]
66833c3000            ,   32,   5,      43,  8,   1,   2,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_base,mod=0,reg=7,rm=4,b=0,x=6,s=0};imm8=0x0@32:8                       ", alu=4           , @modrm8 + 8      ,  32,      1, "cmp word [eax+esi], 0                 "
6639b4055effffff      ,   32,   8,      43,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=sib_d32,mod=2,reg=6,rm=4,b=5,x=0,s=0,disp=-162@32:32};w=1                  ", alu=4           , @modrm8          ,  56,      1, "cmp [ebp+eax-0xA2], si                "
662b8128010000        ,   32,   7,      43,  8,   1,   2,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ax, [ecx+0x128]                   "
334610                ,   32,   3,      43,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=6,b=6,disp=16@16:8};w=1                             ", alu=5           , @modrm8          ,  24,      1, "xor eax, [esi+0x10]                   "
334614                ,   32,   3,      43,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=base_d8,mod=1,reg=0,rm=6,b=6,disp=20@16:8};w=1                             ", alu=5           , @modrm8          ,  24,      1, "xor eax, [esi+0x14]                   "
80bafe01000055        ,   32,   7,      43,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=base_d32,mod=2,reg=7,rm=2,b=2,disp=510@16:32};imm8=0x55@48:8               ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp byte [edx+0x1FE], 0x55            "
80baff010000aa        ,   32,   7,      43,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=base_d32,mod=2,reg=7,rm=2,b=2,disp=511@16:32};imm8=0xaa@48:8               ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp byte [edx+0x1FF], 0xAA            "
8d84c55cffffff        ,   32,   7,      42,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=0,rm=4,b=5,x=0,s=3,disp=-164@24:32}                      ", move=5          , @modrm8          ,  56,      1, "lea eax, [ebp+eax*8-0xA4]             "
0fb67c0e1b            ,   32,   5,      42,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=sib_d8,mod=1,reg=7,rm=4,b=6,x=1,s=0,disp=27@32:8}                         ", move=8          , @modrm16         ,  40,      1, "movzx edi, byte [esi+ecx+0x1B]        "
2970fc                ,   32,   3,      42,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub [eax-4], esi                      "
8d04cdb8ce1b80        ,   32,   7,      42,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [ecx*8-0x7FE43148]           "
8d04cda8121d80        ,   32,   7,      42,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [ecx*8-0x7FE2ED58]           "
88d1                  ,   16,   2,      42,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=2,rm=1};w=0                                           ", move=3          , @modrm8          ,  16,      1, "mov cl, dl                            "
8d0c59                ,   32,   3,      42,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [ecx+ebx*2]                  "
0f91c0                ,   32,   3,      42,  0,   0,   4,   4,    ,      , setcc      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , setno al
668b0410              ,   32,   4,      42,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=0,x=2,s=0};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov ax, [eax+edx]                     "
f741040dfeffff        ,   32,   7,      42,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=4@16:8};imm=0xfffffe0d@24:32;w=1         ", alu=7           , @modrm8 + sz*8   ,  56,      1, "test dword [ecx+4], 0xFFFFFE0D        "
f7416c04000000        ,   32,   7,      42,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=108@16:8};imm=0x4@24:32;w=1              ", alu=7           , @modrm8 + sz*8   ,  56,      1, "test dword [ecx+0x6C], 4              "
668b0c13              ,   32,   4,      42,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=1,rm=4,b=3,x=2,s=0};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov cx, [ebx+edx]                     "
0fb65c0e19            ,   32,   5,      42,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=sib_d8,mod=1,reg=3,rm=4,b=6,x=1,s=0,disp=25@32:8}                         ", move=8          , @modrm16         ,  40,      1, "movzx ebx, byte [esi+ecx+0x19]        "
8d848574ffffff        ,   32,   7,      42,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=0,rm=4,b=5,x=0,s=2,disp=-140@24:32}                      ", move=5          , @modrm8          ,  56,      1, "lea eax, [ebp+eax*4-0x8C]             "
014a50                ,   32,   3,      42,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=1,rm=2,b=2,disp=80@16:8};w=1                             ", alu=3           , @modrm8          ,  24,      1, "add [edx+0x50], ecx                   "
668933                ,   32,   3,      42,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=6,rm=3,b=3};w=1                                             ", move=3          , @modrm8          ,  16,      1, "mov [ebx], si                         "
