count	shape	phase	mode	bytes	len	osz	asz	seg	rep	pfxn	op	fixg	kind	mod	reg	rm	b	x	s	disp	dispbits	modrmbits	imm	immbits	ok	text	fields
2944	16:6766817e	1	16	6766817e0c00100000	9	4	4	-	-	2	81	7	base_d8	1	7	6	6	-	-	12	8	16	0x1000	32	1	cmp dword [esi+0xC], 0x1000	pfx@0:16=6766 op@16:8=81 mod@30:2=1 reg@27:3=7 rm@24:3=6 disp@32:8=12 imm@40:32=0x1000
2944	16:6766817e	1	16	6766817e0800001000	9	4	4	-	-	2	81	7	base_d8	1	7	6	6	-	-	8	8	16	0x100000	32	1	cmp dword [esi+8], 0x100000	pfx@0:16=6766 op@16:8=81 mod@30:2=1 reg@27:3=7 rm@24:3=6 disp@32:8=8 imm@40:32=0x100000
2940	32:0fb755	1	32	0fb755f8	4	4	4	-	-	0	0fb7	-	base_d8	1	2	5	5	-	-	-8	8	16	-	0	1	movzx edx, word [ebp-8]	op@0:16=0fb7 mod@22:2=1 reg@19:3=2 rm@16:3=5 disp@24:8=-8
2940	32:0fb755	1	32	0fb7550c	4	4	4	-	-	0	0fb7	-	base_d8	1	2	5	5	-	-	12	8	16	-	0	1	movzx edx, word [ebp+0xC]	op@0:16=0fb7 mod@22:2=1 reg@19:3=2 rm@16:3=5 disp@24:8=12
2940	32:8cd1	1	32	8cd1	2	4	4	-	-	0	8c	-	reg_direct	3	2	1	-	-	-	-	0	8	-	0	1	mov ecx, ss	op@0:8=8c mod@14:2=3 reg@11:3=2 rm@8:3=1
2938	32:668b0442	1	32	668b0442	4	2	4	-	-	1	8b	-	sib_base	0	0	4	2	0	1	-	0	16	-	0	1	mov ax, [edx+eax*2]	pfx@0:8=66 op@8:8=8b mod@22:2=0 reg@19:3=0 rm@16:3=4 base@24:3=2 index@27:3=0 scale@30:2=1
2931	16:0d	1	16	0d2020	3	2	2	-	-	0	0d	-	-	-	-	-	-	-	-	-	0	0	0x2020	16	1	or ax, 0x2020	op@0:8=0d imm@8:16=0x2020
2931	16:0d	1	16	0d00f0	3	2	2	-	-	0	0d	-	-	-	-	-	-	-	-	-	0	0	0xf000	16	1	or ax, 0xF000	op@0:8=0d imm@8:16=0xf000
2926	16:668976	1	16	668976f2	4	4	2	-	-	1	89	-	base16_d8	1	6	6	-	-	-	-14	8	16	-	0	1	mov [bp-0xE], esi	pfx@0:8=66 op@8:8=89 mod@22:2=1 reg@19:3=6 rm@16:3=6 disp@24:8=-14
2926	16:668976	1	16	668976e0	4	4	2	-	-	1	89	-	base16_d8	1	6	6	-	-	-	-32	8	16	-	0	1	mov [bp-0x20], esi	pfx@0:8=66 op@8:8=89 mod@22:2=1 reg@19:3=6 rm@16:3=6 disp@24:8=-32
2922	32:8755	1	32	875524	3	4	4	-	-	0	87	-	base_d8	1	2	5	5	-	-	36	8	16	-	0	1	xchg edx, [ebp+0x24]	op@0:8=87 mod@14:2=1 reg@11:3=2 rm@8:3=5 disp@16:8=36
2919	16:67663b5e	1	16	67663b5e08	5	4	4	-	-	2	3b	-	base_d8	1	3	6	6	-	-	8	8	16	-	0	1	cmp ebx, [esi+8]	pfx@0:16=6766 op@16:8=3b mod@30:2=1 reg@27:3=3 rm@24:3=6 disp@32:8=8
2919	16:67663b5e	1	16	67663b5e0c	5	4	4	-	-	2	3b	-	base_d8	1	3	6	6	-	-	12	8	16	-	0	1	cmp ebx, [esi+0xC]	pfx@0:16=6766 op@16:8=3b mod@30:2=1 reg@27:3=3 rm@24:3=6 disp@32:8=12
2916	32:0901	1	32	0901	2	4	4	-	-	0	09	-	base	0	0	1	1	-	-	-	0	8	-	0	1	or [ecx], eax	op@0:8=09 mod@14:2=0 reg@11:3=0 rm@8:3=1
2910	32:8321	1	32	832100	3	4	4	-	-	0	83	4	base	0	4	1	1	-	-	-	0	8	0x0	8	1	and dword [ecx], 0	op@0:8=83 mod@14:2=0 reg@11:3=4 rm@8:3=1 imm@16:8=0x0
2907	16:368f06	1	16	368f060c06	5	2	2	ss	-	1	8f	0	abs16	0	0	6	-	-	-	1548	16	24	-	0	1	pop word [ss:0x60C]	pfx@0:8=36 op@8:8=8f mod@22:2=0 reg@19:3=0 rm@16:3=6 disp@24:16=1548
2907	16:368f06	1	16	368f060706	5	2	2	ss	-	1	8f	0	abs16	0	0	6	-	-	-	1543	16	24	-	0	1	pop word [ss:0x607]	pfx@0:8=36 op@8:8=8f mod@22:2=0 reg@19:3=0 rm@16:3=6 disp@24:16=1543
2906	16:66260fb75e	1	16	66260fb75e06	6	4	2	es	-	2	0fb7	-	base16_d8	1	3	6	-	-	-	6	8	16	-	0	1	movzx ebx, word [es:bp+6]	pfx@0:16=6626 op@16:16=0fb7 mod@38:2=1 reg@35:3=3 rm@32:3=6 disp@40:8=6
2906	16:66260fb75e	1	16	66260fb75e02	6	4	2	es	-	2	0fb7	-	base16_d8	1	3	6	-	-	-	2	8	16	-	0	1	movzx ebx, word [es:bp+2]	pfx@0:16=6626 op@16:16=0fb7 mod@38:2=1 reg@35:3=3 rm@32:3=6 disp@40:8=2
2906	16:26c607	1	16	26c60700	4	2	2	es	-	1	c6	0	base16	0	0	7	-	-	-	-	0	8	0x0	8	1	mov byte [es:bx], 0	pfx@0:8=26 op@8:8=c6 mod@22:2=0 reg@19:3=0 rm@16:3=7 imm@24:8=0x0
2904	16:d0cc	1	16	d0cc	2	2	2	-	-	0	d0	1	reg_direct	3	1	4	-	-	-	-	0	8	-	0	1	ror ah, 1	op@0:8=d0 mod@14:2=3 reg@11:3=1 rm@8:3=4
2903	32:807c18	1	32	807c180800	5	4	4	-	-	0	80	7	sib_d8	1	7	4	0	3	0	8	8	24	0x0	8	1	cmp byte [eax+ebx+8], 0	op@0:8=80 mod@14:2=1 reg@11:3=7 rm@8:3=4 base@16:3=0 index@19:3=3 scale@22:2=0 disp@24:8=8 imm@32:8=0x0
2903	32:807c18	2	32	807c18fe5c	5	4	4	-	-	0	80	7	sib_d8	1	7	4	0	3	0	-2	8	24	0x5c	8	1	cmp byte [eax+ebx-2], 0x5C	op@0:8=80 mod@14:2=1 reg@11:3=7 rm@8:3=4 base@16:3=0 index@19:3=3 scale@22:2=0 disp@24:8=-2 imm@32:8=0x5c
2900	32:85d6	1	32	85d6	2	4	4	-	-	0	85	-	reg_direct	3	2	6	-	-	-	-	0	8	-	0	1	test esi, edx	op@0:8=85 mod@14:2=3 reg@11:3=2 rm@8:3=6
2898	32:2bf3	1	32	2bf3	2	4	4	-	-	0	2b	-	reg_direct	3	6	3	-	-	-	-	0	8	-	0	1	sub esi, ebx	op@0:8=2b mod@14:2=3 reg@11:3=6 rm@8:3=3
2898	32:fe81	1	32	fe81a2000000	6	4	4	-	-	0	fe	0	base_d32	2	0	1	1	-	-	162	32	40	-	0	1	inc byte [ecx+0xA2]	op@0:8=fe mod@14:2=2 reg@11:3=0 rm@8:3=1 disp@16:32=162
2897	16:898e	1	16	898e8400	4	2	2	-	-	0	89	-	base16_d16	2	1	6	-	-	-	132	16	24	-	0	1	mov [bp+0x84], cx	op@0:8=89 mod@14:2=2 reg@11:3=1 rm@8:3=6 disp@16:16=132
2897	16:898e	1	16	898e8600	4	2	2	-	-	0	89	-	base16_d16	2	1	6	-	-	-	134	16	24	-	0	1	mov [bp+0x86], cx	op@0:8=89 mod@14:2=2 reg@11:3=1 rm@8:3=6 disp@16:16=134
2896	32:0f011d	1	32	0f011d94d400c0	7	4	4	-	-	0	0f01	3	abs32	0	3	5	-	-	-	-1073687404	32	40	-	0	1	lidt [0xC000D494]	op@0:16=0f01 mod@22:2=0 reg@19:3=3 rm@16:3=5 disp@24:32=-1073687404
2896	16:660fb7d8	1	16	660fb7d8	4	4	2	-	-	1	0fb7	-	reg_direct	3	3	0	-	-	-	-	0	8	-	0	1	movzx ebx, ax	pfx@0:8=66 op@8:16=0fb7 mod@30:2=3 reg@27:3=3 rm@24:3=0
2896	16:8ace	1	16	8ace	2	2	2	-	-	0	8a	-	reg_direct	3	1	6	-	-	-	-	0	8	-	0	1	mov cl, dh	op@0:8=8a mod@14:2=3 reg@11:3=1 rm@8:3=6
2894	32:fe4418	1	32	fe441808	4	4	4	-	-	0	fe	0	sib_d8	1	0	4	0	3	0	8	8	24	-	0	1	inc byte [eax+ebx+8]	op@0:8=fe mod@14:2=1 reg@11:3=0 rm@8:3=4 base@16:3=0 index@19:3=3 scale@22:2=0 disp@24:8=8
2890	16:363826	1	16	3638269405	5	2	2	ss	-	1	38	-	abs16	0	4	6	-	-	-	1428	16	24	-	0	1	cmp [ss:0x594], ah	pfx@0:8=36 op@8:8=38 mod@22:2=0 reg@19:3=4 rm@16:3=6 disp@24:16=1428
2890	16:363826	1	16	3638262203	5	2	2	ss	-	1	38	-	abs16	0	4	6	-	-	-	802	16	24	-	0	1	cmp [ss:0x322], ah	pfx@0:8=36 op@8:8=38 mod@22:2=0 reg@19:3=4 rm@16:3=6 disp@24:16=802
2888	16:26c704	1	16	26c704484b	5	2	2	es	-	1	c7	0	base16	0	0	4	-	-	-	-	0	8	0x4b48	16	1	mov word [es:si], 0x4B48	pfx@0:8=26 op@8:8=c7 mod@22:2=0 reg@19:3=0 rm@16:3=4 imm@24:16=0x4b48
2888	16:26c704	1	16	26c7045c00	5	2	2	es	-	1	c7	0	base16	0	0	4	-	-	-	-	0	8	0x5c	16	1	mov word [es:si], 0x5C	pfx@0:8=26 op@8:8=c7 mod@22:2=0 reg@19:3=0 rm@16:3=4 imm@24:16=0x5c
2888	32:211f	1	32	211f	2	4	4	-	-	0	21	-	base	0	3	7	7	-	-	-	0	8	-	0	1	and [edi], ebx	op@0:8=21 mod@14:2=0 reg@11:3=3 rm@8:3=7
2882	16:26fe0e	2	16	26fe0e1014	5	2	2	es	-	1	fe	1	abs16	0	1	6	-	-	-	5136	16	24	-	0	1	dec byte [es:0x1410]	pfx@0:8=26 op@8:8=fe mod@22:2=0 reg@19:3=1 rm@16:3=6 disp@24:16=5136
2882	16:26fe06	2	16	26fe061014	5	2	2	es	-	1	fe	0	abs16	0	0	6	-	-	-	5136	16	24	-	0	1	inc byte [es:0x1410]	pfx@0:8=26 op@8:8=fe mod@22:2=0 reg@19:3=0 rm@16:3=6 disp@24:16=5136
2878	32:8ee8	1	32	8ee8	2	4	4	-	-	0	8e	-	reg_direct	3	5	0	-	-	-	-	0	8	-	0	1	mov gs, eax	op@0:8=8e mod@14:2=3 reg@11:3=5 rm@8:3=0
2878	32:ffe2	1	32	ffe2	2	4	4	-	-	0	ff	4	reg_direct	3	4	2	-	-	-	-	0	8	-	0	1	jmp edx	op@0:8=ff mod@14:2=3 reg@11:3=4 rm@8:3=2
2874	16:8c86	1	16	8c8638ff	4	2	2	-	-	0	8c	-	base16_d16	2	0	6	-	-	-	-200	16	24	-	0	1	mov [bp-0xC8], es	op@0:8=8c mod@14:2=2 reg@11:3=0 rm@8:3=6 disp@16:16=-200
2874	16:8c86	2	16	8c869cfe	4	2	2	-	-	0	8c	-	base16_d16	2	0	6	-	-	-	-356	16	24	-	0	1	mov [bp-0x164], es	op@0:8=8c mod@14:2=2 reg@11:3=0 rm@8:3=6 disp@16:16=-356
2873	16:8845	1	16	88450a	3	2	2	-	-	0	88	-	base16_d8	1	0	5	-	-	-	10	8	16	-	0	1	mov [di+0xA], al	op@0:8=88 mod@14:2=1 reg@11:3=0 rm@8:3=5 disp@16:8=10
2873	16:8845	1	16	8845f2	3	2	2	-	-	0	88	-	base16_d8	1	0	5	-	-	-	-14	8	16	-	0	1	mov [di-0xE], al	op@0:8=88 mod@14:2=1 reg@11:3=0 rm@8:3=5 disp@16:8=-14
2872	16:26813d	1	16	26813d2e2e	5	2	2	es	-	1	81	7	base16	0	7	5	-	-	-	-	0	8	0x2e2e	16	1	cmp word [es:di], 0x2E2E	pfx@0:8=26 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=5 imm@24:16=0x2e2e
2872	16:26813d	1	16	26813d2450	5	2	2	es	-	1	81	7	base16	0	7	5	-	-	-	-	0	8	0x5024	16	1	cmp word [es:di], 0x5024	pfx@0:8=26 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=5 imm@24:16=0x5024
2870	32:8b0c88	1	32	8b0c88	3	4	4	-	-	0	8b	-	sib_base	0	1	4	0	1	2	-	0	16	-	0	1	mov ecx, [eax+ecx*4]	op@0:8=8b mod@14:2=0 reg@11:3=1 rm@8:3=4 base@16:3=0 index@19:3=1 scale@22:2=2
2868	32:fe89	1	32	fe89a2000000	6	4	4	-	-	0	fe	1	base_d32	2	1	1	1	-	-	162	32	40	-	0	1	dec byte [ecx+0xA2]	op@0:8=fe mod@14:2=2 reg@11:3=1 rm@8:3=1 disp@16:32=162
2868	32:6685f6	1	32	6685f6	3	2	4	-	-	1	85	-	reg_direct	3	6	6	-	-	-	-	0	8	-	0	1	test si, si	pfx@0:8=66 op@8:8=85 mod@22:2=3 reg@19:3=6 rm@16:3=6
2867	32:f6c7	1	32	f6c702	3	4	4	-	-	0	f6	0	reg_direct	3	0	7	-	-	-	-	0	8	0x2	8	1	test bh, 2	op@0:8=f6 mod@14:2=3 reg@11:3=0 rm@8:3=7 imm@16:8=0x2
2867	32:f6c7	1	32	f6c708	3	4	4	-	-	0	f6	0	reg_direct	3	0	7	-	-	-	-	0	8	0x8	8	1	test bh, 8	op@0:8=f6 mod@14:2=3 reg@11:3=0 rm@8:3=7 imm@16:8=0x8
2864	32:8bb7	1	32	8bb7a0040000	6	4	4	-	-	0	8b	-	base_d32	2	6	7	7	-	-	1184	32	40	-	0	1	mov esi, [edi+0x4A0]	op@0:8=8b mod@14:2=2 reg@11:3=6 rm@8:3=7 disp@16:32=1184
2864	32:8bb7	1	32	8bb73c010000	6	4	4	-	-	0	8b	-	base_d32	2	6	7	7	-	-	316	32	40	-	0	1	mov esi, [edi+0x13C]	op@0:8=8b mod@14:2=2 reg@11:3=6 rm@8:3=7 disp@16:32=316
2862	32:8967	1	32	896744	3	4	4	-	-	0	89	-	base_d8	1	4	7	7	-	-	68	8	16	-	0	1	mov [edi+0x44], esp	op@0:8=89 mod@14:2=1 reg@11:3=4 rm@8:3=7 disp@16:8=68
2862	32:8967	1	32	896710	3	4	4	-	-	0	89	-	base_d8	1	4	7	7	-	-	16	8	16	-	0	1	mov [edi+0x10], esp	op@0:8=89 mod@14:2=1 reg@11:3=4 rm@8:3=7 disp@16:8=16
2861	16:268a45	1	16	268a4520	4	2	2	es	-	1	8a	-	base16_d8	1	0	5	-	-	-	32	8	16	-	0	1	mov al, [es:di+0x20]	pfx@0:8=26 op@8:8=8a mod@22:2=1 reg@19:3=0 rm@16:3=5 disp@24:8=32
2861	16:268a45	1	16	268a4510	4	2	2	es	-	1	8a	-	base16_d8	1	0	5	-	-	-	16	8	16	-	0	1	mov al, [es:di+0x10]	pfx@0:8=26 op@8:8=8a mod@22:2=1 reg@19:3=0 rm@16:3=5 disp@24:8=16
2853	16:368e1e	1	16	368e1eec05	5	2	2	ss	-	1	8e	-	abs16	0	3	6	-	-	-	1516	16	24	-	0	1	mov ds, [ss:0x5EC]	pfx@0:8=36 op@8:8=8e mod@22:2=0 reg@19:3=3 rm@16:3=6 disp@24:16=1516
2853	16:368e1e	1	16	368e1e4003	5	2	2	ss	-	1	8e	-	abs16	0	3	6	-	-	-	832	16	24	-	0	1	mov ds, [ss:0x340]	pfx@0:8=36 op@8:8=8e mod@22:2=0 reg@19:3=3 rm@16:3=6 disp@24:16=832
2846	16:660bd2	1	16	660bd2	3	4	2	-	-	1	0b	-	reg_direct	3	2	2	-	-	-	-	0	8	-	0	1	or edx, edx	pfx@0:8=66 op@8:8=0b mod@22:2=3 reg@19:3=2 rm@16:3=2
2844	16:678a46	1	16	678a4608	4	2	4	-	-	1	8a	-	base_d8	1	0	6	6	-	-	8	8	16	-	0	1	mov al, [esi+8]	pfx@0:8=67 op@8:8=8a mod@22:2=1 reg@19:3=0 rm@16:3=6 disp@24:8=8
2844	16:678a46	1	16	678a4601	4	2	4	-	-	1	8a	-	base_d8	1	0	6	6	-	-	1	8	16	-	0	1	mov al, [esi+1]	pfx@0:8=67 op@8:8=8a mod@22:2=1 reg@19:3=0 rm@16:3=6 disp@24:8=1
2840	32:80bf	1	32	80bf9800000000	7	4	4	-	-	0	80	7	base_d32	2	7	7	7	-	-	152	32	40	0x0	8	1	cmp byte [edi+0x98], 0	op@0:8=80 mod@14:2=2 reg@11:3=7 rm@8:3=7 disp@16:32=152 imm@48:8=0x0
2840	32:80bf	1	32	80bfa504000000	7	4	4	-	-	0	80	7	base_d32	2	7	7	7	-	-	1189	32	40	0x0	8	1	cmp byte [edi+0x4A5], 0	op@0:8=80 mod@14:2=2 reg@11:3=7 rm@8:3=7 disp@16:32=1189 imm@48:8=0x0
2840	32:8d040e	1	32	8d040e	3	4	4	-	-	0	8d	-	sib_base	0	0	4	6	1	0	-	0	16	-	0	1	lea eax, [esi+ecx]	op@0:8=8d mod@14:2=0 reg@11:3=0 rm@8:3=4 base@16:3=6 index@19:3=1 scale@22:2=0
2839	16:6681fa	1	16	6681fa24504d4d	7	4	2	-	-	1	81	7	reg_direct	3	7	2	-	-	-	-	0	8	0x4d4d5024	32	1	cmp edx, 0x4D4D5024	pfx@0:8=66 op@8:8=81 mod@22:2=3 reg@19:3=7 rm@16:3=2 imm@24:32=0x4d4d5024
2839	16:6681fa	1	16	6681fa00000004	7	4	2	-	-	1	81	7	reg_direct	3	7	2	-	-	-	-	0	8	0x4000000	32	1	cmp edx, 0x4000000	pfx@0:8=66 op@8:8=81 mod@22:2=3 reg@19:3=7 rm@16:3=2 imm@24:32=0x4000000
2838	16:6689f0	1	16	6689f0	3	4	2	-	-	1	89	-	reg_direct	3	6	0	-	-	-	-	0	8	-	0	1	mov eax, esi	pfx@0:8=66 op@8:8=89 mod@22:2=3 reg@19:3=6 rm@16:3=0
2834	32:668931	1	32	668931	3	2	4	-	-	1	89	-	base	0	6	1	1	-	-	-	0	8	-	0	1	mov [ecx], si	pfx@0:8=66 op@8:8=89 mod@22:2=0 reg@19:3=6 rm@16:3=1
2828	16:895c	1	16	895c06	3	2	2	-	-	0	89	-	base16_d8	1	3	4	-	-	-	6	8	16	-	0	1	mov [si+6], bx	op@0:8=89 mod@14:2=1 reg@11:3=3 rm@8:3=4 disp@16:8=6
2828	16:895c	1	16	895c02	3	2	2	-	-	0	89	-	base16_d8	1	3	4	-	-	-	2	8	16	-	0	1	mov [si+2], bx	op@0:8=89 mod@14:2=1 reg@11:3=3 rm@8:3=4 disp@16:8=2
2828	16:0bc7	1	16	0bc7	2	2	2	-	-	0	0b	-	reg_direct	3	0	7	-	-	-	-	0	8	-	0	1	or ax, di	op@0:8=0b mod@14:2=3 reg@11:3=0 rm@8:3=7
2827	32:89be	1	32	89be5c050000	6	4	4	-	-	0	89	-	base_d32	2	7	6	6	-	-	1372	32	40	-	0	1	mov [esi+0x55C], edi	op@0:8=89 mod@14:2=2 reg@11:3=7 rm@8:3=6 disp@16:32=1372
2827	32:89be	1	32	89bea8000000	6	4	4	-	-	0	89	-	base_d32	2	7	6	6	-	-	168	32	40	-	0	1	mov [esi+0xA8], edi	op@0:8=89 mod@14:2=2 reg@11:3=7 rm@8:3=6 disp@16:32=168
2826	16:3907	1	16	3907	2	2	2	-	-	0	39	-	base16	0	0	7	-	-	-	-	0	8	-	0	1	cmp [bx], ax	op@0:8=39 mod@14:2=0 reg@11:3=0 rm@8:3=7
2825	32:8dbd	1	32	8dbd38ffffff	6	4	4	-	-	0	8d	-	base_d32	2	7	5	5	-	-	-200	32	40	-	0	1	lea edi, [ebp-0xC8]	op@0:8=8d mod@14:2=2 reg@11:3=7 rm@8:3=5 disp@16:32=-200
2825	32:8dbd	1	32	8dbd10ffffff	6	4	4	-	-	0	8d	-	base_d32	2	7	5	5	-	-	-240	32	40	-	0	1	lea edi, [ebp-0xF0]	op@0:8=8d mod@14:2=2 reg@11:3=7 rm@8:3=5 disp@16:32=-240
2824	16:03f2	1	16	03f2	2	2	2	-	-	0	03	-	reg_direct	3	6	2	-	-	-	-	0	8	-	0	1	add si, dx	op@0:8=03 mod@14:2=3 reg@11:3=6 rm@8:3=2
2820	16:6649	1	16	6649	2	4	2	-	-	1	49	-	-	-	-	-	-	-	-	-	0	0	-	0	1	dec ecx	pfx@0:8=66 op@8:8=49
2816	32:2bda	1	32	2bda	2	4	4	-	-	0	2b	-	reg_direct	3	3	2	-	-	-	-	0	8	-	0	1	sub ebx, edx	op@0:8=2b mod@14:2=3 reg@11:3=3 rm@8:3=2
2814	16:67668b5b	1	16	67668b5b08	5	4	4	-	-	2	8b	-	base_d8	1	3	3	3	-	-	8	8	16	-	0	1	mov ebx, [ebx+8]	pfx@0:16=6766 op@16:8=8b mod@30:2=1 reg@27:3=3 rm@24:3=3 disp@32:8=8
2813	32:66c740	1	32	66c7402200f0	6	2	4	-	-	1	c7	0	base_d8	1	0	0	0	-	-	34	8	16	0xf000	16	1	mov word [eax+0x22], 0xF000	pfx@0:8=66 op@8:8=c7 mod@22:2=1 reg@19:3=0 rm@16:3=0 disp@24:8=34 imm@32:16=0xf000
2813	32:66c740	1	32	66c7401a0002	6	2	4	-	-	1	c7	0	base_d8	1	0	0	0	-	-	26	8	16	0x200	16	1	mov word [eax+0x1A], 0x200	pfx@0:8=66 op@8:8=c7 mod@22:2=1 reg@19:3=0 rm@16:3=0 disp@24:8=26 imm@32:16=0x200
2812	16:26813e	1	16	26813e00008b01	7	2	2	es	-	1	81	7	abs16	0	7	6	-	-	-	0	16	24	0x18b	16	1	cmp word [es:0], 0x18B	pfx@0:8=26 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=6 disp@24:16=0 imm@40:16=0x18b
2812	16:26813e	1	16	26813e50004f4c	7	2	2	es	-	1	81	7	abs16	0	7	6	-	-	-	80	16	24	0x4c4f	16	1	cmp word [es:0x50], 0x4C4F	pfx@0:8=26 op@8:8=81 mod@22:2=0 reg@19:3=7 rm@16:3=6 disp@24:16=80 imm@40:16=0x4c4f
2806	32:0117	1	32	0117	2	4	4	-	-	0	01	-	base	0	2	7	7	-	-	-	0	8	-	0	1	add [edi], edx	op@0:8=01 mod@14:2=0 reg@11:3=2 rm@8:3=7
2802	16:0adb	1	16	0adb	2	2	2	-	-	0	0a	-	reg_direct	3	3	3	-	-	-	-	0	8	-	0	1	or bl, bl	op@0:8=0a mod@14:2=3 reg@11:3=3 rm@8:3=3
2798	16:2e890e	1	16	2e890eea18	5	2	2	cs	-	1	89	-	abs16	0	1	6	-	-	-	6378	16	24	-	0	1	mov [cs:0x18EA], cx	pfx@0:8=2e op@8:8=89 mod@22:2=0 reg@19:3=1 rm@16:3=6 disp@24:16=6378
2798	16:2e890e	1	16	2e890e6b97	5	2	2	cs	-	1	89	-	abs16	0	1	6	-	-	-	-26773	16	24	-	0	1	mov [cs:0x976B], cx	pfx@0:8=2e op@8:8=89 mod@22:2=0 reg@19:3=1 rm@16:3=6 disp@24:16=-26773
2792	16:66260fb74e	1	16	66260fb74e02	6	4	2	es	-	2	0fb7	-	base16_d8	1	1	6	-	-	-	2	8	16	-	0	1	movzx ecx, word [es:bp+2]	pfx@0:16=6626 op@16:16=0fb7 mod@38:2=1 reg@35:3=1 rm@32:3=6 disp@40:8=2
2792	16:66260fb74e	1	16	66260fb74e0b	6	4	2	es	-	2	0fb7	-	base16_d8	1	1	6	-	-	-	11	8	16	-	0	1	movzx ecx, word [es:bp+0xB]	pfx@0:16=6626 op@16:16=0fb7 mod@38:2=1 reg@35:3=1 rm@32:3=6 disp@40:8=11
2792	32:03e7	1	32	03e7	2	4	4	-	-	0	03	-	reg_direct	3	4	7	-	-	-	-	0	8	-	0	1	add esp, edi	op@0:8=03 mod@14:2=3 reg@11:3=4 rm@8:3=7
2790	16:86c1	1	16	86c1	2	2	2	-	-	0	86	-	reg_direct	3	0	1	-	-	-	-	0	8	-	0	1	xchg al, cl	op@0:8=86 mod@14:2=3 reg@11:3=0 rm@8:3=1
2790	16:66d1e1	1	16	66d1e1	3	4	2	-	-	1	d1	4	reg_direct	3	4	1	-	-	-	-	0	8	-	0	1	shl ecx, 1	pfx@0:8=66 op@8:8=d1 mod@22:2=3 reg@19:3=4 rm@16:3=1
2788	16:66014e	1	16	66014ef2	4	4	2	-	-	1	01	-	base16_d8	1	1	6	-	-	-	-14	8	16	-	0	1	add [bp-0xE], ecx	pfx@0:8=66 op@8:8=01 mod@22:2=1 reg@19:3=1 rm@16:3=6 disp@24:8=-14
2788	16:66014e	1	16	66014eee	4	4	2	-	-	1	01	-	base16_d8	1	1	6	-	-	-	-18	8	16	-	0	1	add [bp-0x12], ecx	pfx@0:8=66 op@8:8=01 mod@22:2=1 reg@19:3=1 rm@16:3=6 disp@24:8=-18
2786	16:893c	1	16	893c	2	2	2	-	-	0	89	-	base16	0	7	4	-	-	-	-	0	8	-	0	1	mov [si], di	op@0:8=89 mod@14:2=0 reg@11:3=7 rm@8:3=4
2784	32:2b6c24	1	32	2b6c2440	4	4	4	-	-	0	2b	-	sib_d8	1	5	4	4	-	0	64	8	24	-	0	1	sub ebp, [esp+0x40]	op@0:8=2b mod@14:2=1 reg@11:3=5 rm@8:3=4 base@16:3=4 index@19:3=4 scale@22:2=0 disp@24:8=64
2784	16:f684	1	16	f684b60001	5	2	2	-	-	0	f6	0	base16_d16	2	0	4	-	-	-	182	16	24	0x1	8	1	test byte [si+0xB6], 1	op@0:8=f6 mod@14:2=2 reg@11:3=0 rm@8:3=4 disp@16:16=182 imm@32:8=0x1
2784	16:2bf8	1	16	2bf8	2	2	2	-	-	0	2b	-	reg_direct	3	7	0	-	-	-	-	0	8	-	0	1	sub di, ax	op@0:8=2b mod@14:2=3 reg@11:3=7 rm@8:3=0
2771	32:66648b46	1	32	66648b46f8	5	2	4	fs	-	2	8b	-	base_d8	1	0	6	6	-	-	-8	8	16	-	0	1	mov ax, [fs:esi-8]	pfx@0:16=6664 op@16:8=8b mod@30:2=1 reg@27:3=0 rm@24:3=6 disp@32:8=-8
2771	32:66648b46	1	32	66648b46fc	5	2	4	fs	-	2	8b	-	base_d8	1	0	6	6	-	-	-4	8	16	-	0	1	mov ax, [fs:esi-4]	pfx@0:16=6664 op@16:8=8b mod@30:2=1 reg@27:3=0 rm@24:3=6 disp@32:8=-4
2770	32:8be1	1	32	8be1	2	4	4	-	-	0	8b	-	reg_direct	3	4	1	-	-	-	-	0	8	-	0	1	mov esp, ecx	op@0:8=8b mod@14:2=3 reg@11:3=4 rm@8:3=1
2764	32:66890f	1	32	66890f	3	2	4	-	-	1	89	-	base	0	1	7	7	-	-	-	0	8	-	0	1	mov [edi], cx	pfx@0:8=66 op@8:8=89 mod@22:2=0 reg@19:3=1 rm@16:3=7
2762	16:ff34	1	16	ff34	2	2	2	-	-	0	ff	6	base16	0	6	4	-	-	-	-	0	8	-	0	1	push word [si]	op@0:8=ff mod@14:2=0 reg@11:3=6 rm@8:3=4
2760	16:833f	1	16	833f0b	3	2	2	-	-	0	83	7	base16	0	7	7	-	-	-	-	0	8	0xb	8	1	cmp word [bx], 0xB	op@0:8=83 mod@14:2=0 reg@11:3=7 rm@8:3=7 imm@16:8=0xb
2760	16:833f	1	16	833f00	3	2	2	-	-	0	83	7	base16	0	7	7	-	-	-	-	0	8	0x0	8	1	cmp word [bx], 0	op@0:8=83 mod@14:2=0 reg@11:3=7 rm@8:3=7 imm@16:8=0x0
2758	32:390a	1	32	390a	2	4	4	-	-	0	39	-	base	0	1	2	2	-	-	-	0	8	-	0	1	cmp [edx], ecx	op@0:8=39 mod@14:2=0 reg@11:3=1 rm@8:3=2
