bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
26810e100000c0          ,   16,   7,      463,  8,   1,   2,   2, es ,      , or_miz     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or word [es:0x10], 0xC000               "
26810e02000080          ,   16,   7,      463,  8,   1,   2,   2, es ,      , or_miz     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or word [es:2], 0x8000                  "
67668f461c              ,   16,   5,      462, 16,   2,   4,   4,    ,      , pop_m      , pop_m                 , "modrm8{kind=base_d8,mod=1,reg=0,rm=6,b=6,disp=28@32:8}                                    ", stack=6         , @modrm8          ,  24,      1, pop dword [esi+0x1C]
67668f4618              ,   16,   5,      462, 16,   2,   4,   4,    ,      , pop_m      , pop_m                 , "modrm8{kind=base_d8,mod=1,reg=0,rm=6,b=6,disp=24@32:8}                                    ", stack=6         , @modrm8          ,  24,      1, pop dword [esi+0x18]
88540418                ,   32,   4,      462,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=4,x=0,s=0,disp=24@24:8};w=0                         ", move=3          , @modrm8          ,  32,      1, "mov [esp+eax+0x18], dl                  "
6639572e                ,   32,   4,      462,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=46@24:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [edi+0x2E], dx                      "
6bc314                  ,   16,   3,      461,  0,   0,   2,   2,    ,      , imul_rmib  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "imul ax, bx, 0x14                       "
6bc30a                  ,   16,   3,      461,  0,   0,   2,   2,    ,      , imul_rmib  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "imul ax, bx, 0xA                        "
085dfe                  ,   32,   3,      461,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or [ebp-2], bl                          "
085d3a                  ,   32,   3,      461,  0,   0,   4,   4,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or [ebp+0x3A], bl                       "
8d7c3820                ,   32,   4,      461,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edi, [eax+edi+0x20]                 "
8d7c3802                ,   32,   4,      461,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edi, [eax+edi+2]                    "
67668b1d60000100        ,   16,   8,      459, 16,   2,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=abs32,mod=0,reg=3,rm=5,disp=65632@32:32};w=1                                  ", move=2          , @modrm8          ,  48,      1, "mov ebx, [0x10060]                      "
0110                    ,   32,   2,      458,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base,mod=0,reg=2,rm=0,b=0};w=1                                                ", alu=3           , @modrm8          ,  16,      1, "add [eax], edx                          "
870c24                  ,   32,   3,      458,  0,   0,   4,   4,    ,      , xchg_mr    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xchg ecx, [esp]                         "
6681e100fb              ,   32,   5,      456,  8,   1,   2,   4,    ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and cx, 0xFB00                          "
6681e1f8ff              ,   32,   5,      456,  8,   1,   2,   4,    ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and cx, 0xFFF8                          "
8d56fc                  ,   16,   3,      456,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea dx, [bp-4]                          "
8d56d4                  ,   16,   3,      456,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea dx, [bp-0x2C]                       "
26ff4704                ,   16,   4,      456,  8,   1,   2,   2, es ,      , inc_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , inc word [es:bx+4]
8a54241c                ,   32,   4,      455,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=4,s=0,disp=28@24:8};w=0                             ", move=2          , @modrm8          ,  32,      1, "mov dl, [esp+0x1C]                      "
8a542403                ,   32,   4,      455,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=4,s=0,disp=3@24:8};w=0                              ", move=2          , @modrm8          ,  32,      1, "mov dl, [esp+3]                         "
6681ca0104              ,   32,   5,      455,  8,   1,   2,   4,    ,      , or_miz     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or dx, 0x401                            "
6681ca8000              ,   32,   5,      455,  8,   1,   2,   4,    ,      , or_miz     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or dx, 0x80                             "
8a5402                  ,   16,   3,      455,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=4,disp=2@16:8};w=0                                   ", move=2          , @modrm8          ,  24,      1, "mov dl, [si+2]                          "
8a542a                  ,   16,   3,      455,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=4,disp=42@16:8};w=0                                  ", move=2          , @modrm8          ,  24,      1, "mov dl, [si+0x2A]                       "
f7e9                    ,   16,   2,      454,  0,   0,   2,   2,    ,      , imul_m     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , imul cx
8bd5                    ,   16,   2,      454,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=2,rm=5}                                                  ", move=1          , @modrm8          ,  16,      1, "mov dx, bp                              "
d0e7                    ,   16,   2,      453,  0,   0,   2,   2,    ,      , shl_m1     , shl_m1                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=7};w=0                                              ", shift=2         , @modrm8          ,  16,      1, "shl bh, 1                               "
394f15                  ,   16,   3,      453,  0,   0,   2,   2,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=7,disp=21@16:8};w=1                                  ", alu=4           , @modrm8          ,  24,      1, "cmp [bx+0x15], cx                       "
394f02                  ,   16,   3,      453,  0,   0,   2,   2,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=7,disp=2@16:8};w=1                                   ", alu=4           , @modrm8          ,  24,      1, "cmp [bx+2], cx                          "
2b1e8700                ,   16,   4,      453,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub bx, [0x87]                          "
2b1eea06                ,   16,   4,      453,  0,   0,   2,   2,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub bx, [0x6EA]                         "
0fb71441                ,   32,   4,      450,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_base,mod=0,reg=2,rm=4,b=1,x=0,s=1}                                       ", move=8          , @modrm16         ,  32,      1, "movzx edx, word [ecx+eax*2]             "
86f2                    ,   16,   2,      450,  0,   0,   2,   2,    ,      , xchg_mr    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xchg dh, dl                             "
8b4cd008                ,   32,   4,      448,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=0,x=2,s=3,disp=8@24:8};w=1                          ", move=2          , @modrm8          ,  32,      1, "mov ecx, [eax+edx*8+8]                  "
833c00                  ,   16,   3,      448,  0,   0,   2,   2,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base16,mod=0,reg=7,rm=4};imm8=0x0@16:8                                        ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp word [si], 0                        "
833c28                  ,   16,   3,      448,  0,   0,   2,   2,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base16,mod=0,reg=7,rm=4};imm8=0x28@16:8                                       ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp word [si], 0x28                     "
39793c                  ,   32,   3,      448,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=1,b=1,disp=60@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [ecx+0x3C], edi                     "
39790c                  ,   32,   3,      448,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=1,b=1,disp=12@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [ecx+0xC], edi                      "
668bc7                  ,   32,   3,      448,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=0,rm=7}                                                  ", move=1          , @modrm8          ,  16,      1, "mov ax, di                              "
8cc9                    ,   16,   2,      448,  0,   0,   2,   2,    ,      , mov_msreg  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov cx, cs                              "
669d                    ,   32,   2,      446,  8,   1,   2,   4,    ,      , popf       , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , popfw
669c                    ,   32,   2,      446,  8,   1,   2,   4,    ,      , pushf      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , pushfw
1bf6                    ,   32,   2,      446,  0,   0,   4,   4,    ,      , sbb_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sbb esi, esi                            "
3902                    ,   32,   2,      446,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=0,rm=2,b=2};w=1                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [edx], eax                          "
3bd1                    ,   16,   2,      446,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=2,rm=1};w=1                                              ", alu=4           , @modrm8          ,  16,      1, "cmp dx, cx                              "
0fb65755                ,   32,   4,      444,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=85@24:8}                                   ", move=8          , @modrm16         ,  32,      1, "movzx edx, byte [edi+0x55]              "
0fb65705                ,   32,   4,      444,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=5@24:8}                                    ", move=8          , @modrm16         ,  32,      1, "movzx edx, byte [edi+5]                 "
8db6fcfe                ,   16,   4,      444,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea si, [bp-0x104]                      "
8d4c01d0                ,   32,   4,      443,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea ecx, [ecx+eax-0x30]                 "
8d4c01ff                ,   32,   4,      443,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea ecx, [ecx+eax-1]                    "
2666a36c00              ,   16,   5,      443, 16,   2,   4,   2, es ,      , mov_moffs_a, mov_moffs_a           , moffs=0x6c@24:16;w=1                                                                      , move=7          , 8 + p.asz*8      ,  24,      1, "mov [es:0x6C], eax                      "
2666a3d0f8              ,   16,   5,      443, 16,   2,   4,   2, es ,      , mov_moffs_a, mov_moffs_a           , moffs=0xf8d0@24:16;w=1                                                                    , move=7          , 8 + p.asz*8      ,  24,      1, "mov [es:0xF8D0], eax                    "
017808                  ,   32,   3,      443,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=0,b=0,disp=8@16:8};w=1                                 ", alu=3           , @modrm8          ,  24,      1, "add [eax+8], edi                        "
38f8                    ,   32,   2,      442,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=0};w=0                                              ", alu=4           , @modrm8          ,  16,      1, "cmp al, bh                              "
38fc                    ,   32,   2,      442,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=4};w=0                                              ", alu=4           , @modrm8          ,  16,      1, "cmp ah, bh                              "
662bc3                  ,   16,   3,      442,  8,   1,   4,   2,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub eax, ebx                            "
268407                  ,   16,   3,      441,  8,   1,   2,   2, es ,      , test_mr    , test_mr               , "modrm8{kind=base16,mod=0,reg=0,rm=7};w=0                                                  ", alu=7           , @modrm8          ,  16,      1, "test [es:bx], al                        "
663b56ee                ,   16,   4,      441,  8,   1,   4,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=6,disp=-18@24:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp edx, [bp-0x12]                      "
67663b4b02              ,   16,   5,      441, 16,   2,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=3,b=3,disp=2@32:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp ecx, [ebx+2]                        "
67663b4b10              ,   16,   5,      441, 16,   2,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=3,b=3,disp=16@32:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp ecx, [ebx+0x10]                     "
3681261106fffe          ,   16,   7,      440,  8,   1,   2,   2, ss ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and word [ss:0x611], 0xFEFF             "
368126f405ff00          ,   16,   7,      440,  8,   1,   2,   2, ss ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and word [ss:0x5F4], 0xFF               "
8d1408                  ,   32,   3,      440,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edx, [eax+ecx]                      "
d0e9                    ,   16,   2,      440,  0,   0,   2,   2,    ,      , shr_m1     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "shr cl, 1                               "
8d1c82                  ,   32,   3,      438,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea ebx, [edx+eax*4]                    "
263907                  ,   16,   3,      438,  8,   1,   2,   2, es ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base16,mod=0,reg=0,rm=7};w=1                                                  ", alu=4           , @modrm8          ,  16,      1, "cmp [es:bx], ax                         "
662e8b09                ,   16,   4,      436, 16,   2,   4,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=1,rm=1};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov ecx, [cs:bx+di]                     "
3801                    ,   32,   2,      436,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=0,rm=1,b=1};w=0                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [ecx], al                           "
2b5654                  ,   32,   3,      435,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub edx, [esi+0x54]                     "
2b5608                  ,   32,   3,      435,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub edx, [esi+8]                        "
368b5706                ,   16,   4,      435,  8,   1,   2,   2, ss ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=7,disp=6@24:8};w=1                                   ", move=2          , @modrm8          ,  24,      1, "mov dx, [ss:bx+6]                       "
368b5704                ,   16,   4,      435,  8,   1,   2,   2, ss ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=7,disp=4@24:8};w=1                                   ", move=2          , @modrm8          ,  24,      1, "mov dx, [ss:bx+4]                       "
662b5dfe                ,   32,   4,      434,  8,   1,   2,   4,    ,      , sub_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub bx, [ebp-2]                         "
0fb606                  ,   32,   3,      434,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base,mod=0,reg=0,rm=6,b=6}                                                   ", move=8          , @modrm16         ,  24,      1, "movzx eax, byte [esi]                   "
0fbf06                  ,   32,   3,      434,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "movsx eax, word [esi]                   "
23f6                    ,   32,   2,      434,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and esi, esi                            "
32c9                    ,   16,   2,      434,  0,   0,   2,   2,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=1};w=0                                              ", alu=5           , @modrm8          ,  16,      1, "xor cl, cl                              "
8dbea0000000            ,   32,   6,      433,  0,   0,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=7,rm=6,b=6,disp=160@16:32}                                 ", move=5          , @modrm8          ,  48,      1, "lea edi, [esi+0xA0]                     "
8dbed9000000            ,   32,   6,      433,  0,   0,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=7,rm=6,b=6,disp=217@16:32}                                 ", move=5          , @modrm8          ,  48,      1, "lea edi, [esi+0xD9]                     "
397104                  ,   32,   3,      433,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=6,rm=1,b=1,disp=4@16:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp [ecx+4], esi                        "
397110                  ,   32,   3,      433,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=6,rm=1,b=1,disp=16@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [ecx+0x10], esi                     "
64f606471402            ,   16,   6,      432,  8,   1,   2,   2, fs ,      , test_mi    , test_mi               , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=5191@24:16};imm=0x2@40:8;w=0                      ", alu=7           , @modrm8 + sz*8   ,  40,      1, "test byte [fs:0x1447], 2                "
64f606e61901            ,   16,   6,      432,  8,   1,   2,   2, fs ,      , test_mi    , test_mi               , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=6630@24:16};imm=0x1@40:8;w=0                      ", alu=7           , @modrm8 + sz*8   ,  40,      1, "test byte [fs:0x19E6], 1                "
668b849a04              ,   16,   5,      432,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d16,mod=2,reg=0,rm=4,disp=1178@24:16};w=1                              ", move=2          , @modrm8          ,  32,      1, "mov eax, [si+0x49A]                     "
668b84ac00              ,   16,   5,      432,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d16,mod=2,reg=0,rm=4,disp=172@24:16};w=1                               ", move=2          , @modrm8          ,  32,      1, "mov eax, [si+0xAC]                      "
36890e0706              ,   16,   5,      432,  8,   1,   2,   2, ss ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=1,rm=6,disp=1543@24:16};w=1                                   ", move=3          , @modrm8          ,  32,      1, "mov [ss:0x607], cx                      "
3b0a                    ,   32,   2,      432,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base,mod=0,reg=1,rm=2,b=2};w=1                                                ", alu=4           , @modrm8          ,  16,      1, "cmp ecx, [edx]                          "
0fba2decf506c000        ,   32,   8,      431,  0,   0,   4,   4,    ,      , bts_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "bts dword [0xC006F5EC], 0               "
0fba2dbc8438c000        ,   32,   8,      431,  0,   0,   4,   4,    ,      , bts_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "bts dword [0xC03884BC], 0               "
0fab050a3805c0          ,   32,   7,      431,  0,   0,   4,   4,    ,      , bts_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "bts [0xC005380A], eax                   "
0fab05223805c0          ,   32,   7,      431,  0,   0,   4,   4,    ,      , bts_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "bts [0xC0053822], eax                   "
89be36ff                ,   16,   4,      431,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d16,mod=2,reg=7,rm=6,disp=-202@16:16};w=1                              ", move=3          , @modrm8          ,  32,      1, "mov [bp-0xCA], di                       "
89befefe                ,   16,   4,      431,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d16,mod=2,reg=7,rm=6,disp=-258@16:16};w=1                              ", move=3          , @modrm8          ,  32,      1, "mov [bp-0x102], di                      "
844332                  ,   32,   3,      430,  0,   0,   4,   4,    ,      , test_mr    , test_mr               , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=50@16:8};w=0                                ", alu=7           , @modrm8          ,  24,      1, "test [ebx+0x32], al                     "
26fe4f05                ,   16,   4,      430,  8,   1,   2,   2, es ,      , dec_m8     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , dec byte [es:bx+5]
26fe4f13                ,   16,   4,      430,  8,   1,   2,   2, es ,      , dec_m8     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , dec byte [es:bx+0x13]
3bfa                    ,   16,   2,      430,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=2};w=1                                              ", alu=4           , @modrm8          ,  16,      1, "cmp di, dx                              "
0f95c3                  ,   32,   3,      430,  0,   0,   4,   4,    ,      , setcc      , setcc.nz              , "modrm16{kind=reg_direct,mod=3,reg=0,rm=3}                                                 ", setcc=2         , @modrm16         ,  24,      1, setne bl
0f92442408              ,   32,   5,      428,  0,   0,   4,   4,    ,      , setcc      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , setb [esp+8]
66f780030200000800      ,   32,   9,      428,  8,   1,   2,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d32,mod=2,reg=0,rm=0,b=0,disp=515@24:32};imm=0x8@56:16;w=1               ", alu=7           , @modrm8 + sz*8   ,  64,      1, "test word [eax+0x203], 8                "
294c2410                ,   32,   4,      428,  0,   0,   4,   4,    ,      , sub_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub [esp+0x10], ecx                     "
6689542414              ,   32,   5,      428,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=4,s=0,disp=20@32:8};w=1                             ", move=3          , @modrm8          ,  32,      1, "mov [esp+0x14], dx                      "
8b1407                  ,   32,   3,      427,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=2,rm=4,b=7,x=0,s=0};w=1                                    ", move=2          , @modrm8          ,  24,      1, "mov edx, [edi+eax]                      "
678a4e06                ,   16,   4,      426,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=6,b=6,disp=6@24:8};w=0                                 ", move=2          , @modrm8          ,  24,      1, "mov cl, [esi+6]                         "
678a4e16                ,   16,   4,      426,  8,   1,   2,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=6,b=6,disp=22@24:8};w=0                                ", move=2          , @modrm8          ,  24,      1, "mov cl, [esi+0x16]                      "
3903                    ,   32,   2,      426,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=0,rm=3,b=3};w=1                                                ", alu=4           , @modrm8          ,  16,      1, "cmp [ebx], eax                          "
660fb7741c              ,   16,   5,      426,  8,   1,   4,   2,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base16_d8,mod=1,reg=6,rm=4,disp=28@32:8}                                     ", move=8          , @modrm16         ,  32,      1, "movzx esi, word [si+0x1C]               "
66832d60d400c010        ,   32,   8,      426,  8,   1,   2,   4,    ,      , sub_mis    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "sub word [0xC000D460], 0x10             "
0fb6d3                  ,   32,   3,      426,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=2,rm=3}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx edx, bl                           "
22c6                    ,   16,   2,      424,  0,   0,   2,   2,    ,      , and_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and al, dh                              "
8d1449                  ,   32,   3,      424,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea edx, [ecx+ecx*2]                    "
8d4488f8                ,   32,   4,      423,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea eax, [eax+ecx*4-8]                  "
36c6470100              ,   16,   5,      423,  8,   1,   2,   2, ss ,      , mov_mi8    , mov_mi8               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=7,disp=1@24:8};imm8=0x0@32:8                         ", move=4          , @modrm8 + 8      ,  32,      1, "mov byte [ss:bx+1], 0                   "
8954c804                ,   32,   4,      423,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=0,x=1,s=3,disp=4@24:8};w=1                          ", move=3          , @modrm8          ,  32,      1, "mov [eax+ecx*8+4], edx                  "
037c2414                ,   32,   4,      423,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=20@24:8};w=1                             ", alu=3           , @modrm8          ,  32,      1, "add edi, [esp+0x14]                     "
037c241c                ,   32,   4,      423,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=28@24:8};w=1                             ", alu=3           , @modrm8          ,  32,      1, "add edi, [esp+0x1C]                     "
66891cc8                ,   32,   4,      423,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_base,mod=0,reg=3,rm=4,b=0,x=1,s=3};w=1                                    ", move=3          , @modrm8          ,  24,      1, "mov [eax+ecx*8], bx                     "
ff4488f8                ,   32,   4,      423,  0,   0,   4,   4,    ,      , inc_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , inc dword [eax+ecx*4-8]
668944d102              ,   32,   5,      423,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=1,x=2,s=3,disp=2@32:8};w=1                          ", move=3          , @modrm8          ,  32,      1, "mov [ecx+edx*8+2], ax                   "
8d349500000000          ,   32,   7,      422,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea esi, [edx*4]                        "
8d34959011a379          ,   32,   7,      422,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea esi, [edx*4+0x79A31190]             "
8b048e                  ,   32,   3,      422,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=6,x=1,s=2};w=1                                    ", move=2          , @modrm8          ,  24,      1, "mov eax, [esi+ecx*4]                    "
